¤é´Á,Data,
1983/05,280.0000,
1983/06,377.0000,
1983/07,416.0000,
1983/08,-308.0000,
1983/09,1118.0000,
1983/10,273.0000,
1983/11,355.0000,
1983/12,355.0000,
1984/01,443.0000,
1984/02,484.0000,
1984/03,272.0000,
1984/04,363.0000,
1984/05,306.0000,
1984/06,381.0000,
1984/07,310.0000,
1984/08,243.0000,
1984/09,312.0000,
1984/10,285.0000,
1984/11,353.0000,
1984/12,125.0000,
1985/01,265.0000,
1985/02,131.0000,
1985/03,339.0000,
1985/04,196.0000,
1985/05,274.0000,
1985/06,147.0000,
1985/07,189.0000,
1985/08,192.0000,
1985/09,205.0000,
1985/10,188.0000,
1985/11,210.0000,
1985/12,166.0000,
1986/01,123.0000,
1986/02,115.0000,
1986/03,87.0000,
1986/04,187.0000,
1986/05,127.0000,
1986/06,-93.0000,
1986/07,318.0000,
1986/08,115.0000,
1986/09,346.0000,
1986/10,187.0000,
1986/11,187.0000,
1986/12,201.0000,
1987/01,169.0000,
1987/02,241.0000,
1987/03,245.0000,
1987/04,335.0000,
1987/05,229.0000,
1987/06,172.0000,
1987/07,347.0000,
1987/08,173.0000,
1987/09,227.0000,
1987/10,491.0000,
1987/11,234.0000,
1987/12,289.0000,
1988/01,92.0000,
1988/02,461.0000,
1988/03,275.0000,
1988/04,243.0000,
1988/05,230.0000,
1988/06,364.0000,
1988/07,224.0000,
1988/08,124.0000,
1988/09,339.0000,
1988/10,263.0000,
1988/11,341.0000,
1988/12,281.0000,
1989/01,263.0000,
1989/02,266.0000,
1989/03,194.0000,
1989/04,170.0000,
1989/05,122.0000,
1989/06,114.0000,
1989/07,42.0000,
1989/08,51.0000,
1989/09,249.0000,
1989/10,107.0000,
1989/11,276.0000,
1989/12,84.0000,
1990/01,363.0000,
1990/02,236.0000,
1990/03,209.0000,
1990/04,42.0000,
1990/05,153.0000,
1990/06,17.0000,
1990/07,-32.0000,
1990/08,-208.0000,
1990/09,-98.0000,
1990/10,-151.0000,
1990/11,-153.0000,
1990/12,-48.0000,
1991/01,-111.0000,
1991/02,-321.0000,
1991/03,-160.0000,
1991/04,-210.0000,
1991/05,-115.0000,
1991/06,85.0000,
1991/07,-42.0000,
1991/08,18.0000,
1991/09,26.0000,
1991/10,21.0000,
1991/11,-61.0000,
1991/12,32.0000,
1992/01,41.0000,
1992/02,-58.0000,
1992/03,54.0000,
1992/04,154.0000,
1992/05,130.0000,
1992/06,66.0000,
1992/07,78.0000,
1992/08,132.0000,
1992/09,34.0000,
1992/10,180.0000,
1992/11,133.0000,
1992/12,223.0000,
1993/01,299.0000,
1993/02,250.0000,
1993/03,-50.0000,
1993/04,302.0000,
1993/05,272.0000,
1993/06,181.0000,
1993/07,306.0000,
1993/08,151.0000,
1993/09,242.0000,
1993/10,285.0000,
1993/11,251.0000,
1993/12,330.0000,
1994/01,281.0000,
1994/02,186.0000,
1994/03,461.0000,
1994/04,344.0000,
1994/05,335.0000,
1994/06,317.0000,
1994/07,372.0000,
1994/08,286.0000,
1994/09,351.0000,
1994/10,211.0000,
1994/11,411.0000,
1994/12,296.0000,
1995/01,336.0000,
1995/02,196.0000,
1995/03,210.0000,
1995/04,162.0000,
1995/05,-20.0000,
1995/06,237.0000,
1995/07,94.0000,
1995/08,254.0000,
1995/09,241.0000,
1995/10,156.0000,
1995/11,144.0000,
1995/12,145.0000,
1996/01,-4.0000,
1996/02,423.0000,
1996/03,254.0000,
1996/04,165.0000,
1996/05,328.0000,
1996/06,283.0000,
1996/07,246.0000,
1996/08,184.0000,
1996/09,211.0000,
1996/10,255.0000,
1996/11,296.0000,
1996/12,182.0000,
1997/01,220.0000,
1997/02,312.0000,
1997/03,315.0000,
1997/04,296.0000,
1997/05,260.0000,
1997/06,268.0000,
1997/07,297.0000,
1997/08,-18.0000,
1997/09,492.0000,
1997/10,344.0000,
1997/11,306.0000,
1997/12,314.0000,
1998/01,263.0000,
1998/02,204.0000,
1998/03,148.0000,
1998/04,278.0000,
1998/05,402.0000,
1998/06,232.0000,
1998/07,129.0000,
1998/08,339.0000,
1998/09,208.0000,
1998/10,202.0000,
1998/11,277.0000,
1998/12,365.0000,
1999/01,106.0000,
1999/02,418.0000,
1999/03,107.0000,
1999/04,370.0000,
1999/05,211.0000,
1999/06,281.0000,
1999/07,325.0000,
1999/08,155.0000,
1999/09,203.0000,
1999/10,405.0000,
1999/11,289.0000,
1999/12,306.0000,
2000/01,233.0000,
2000/02,119.0000,
2000/03,472.0000,
2000/04,292.0000,
2000/05,217.0000,
2000/06,-44.0000,
2000/07,175.0000,
2000/08,-6.0000,
2000/09,123.0000,
2000/10,-2.0000,
2000/11,205.0000,
2000/12,153.0000,
2001/01,-11.0000,
2001/02,91.0000,
2001/03,-42.0000,
2001/04,-284.0000,
2001/05,-53.0000,
2001/06,-111.0000,
2001/07,-122.0000,
2001/08,-149.0000,
2001/09,-257.0000,
2001/10,-317.0000,
2001/11,-312.0000,
2001/12,-160.0000,
2002/01,-130.0000,
2002/02,-116.0000,
2002/03,-19.0000,
2002/04,-94.0000,
2002/05,11.0000,
2002/06,50.0000,
2002/07,-94.0000,
2002/08,-3.0000,
2002/09,-86.0000,
2002/10,127.0000,
2002/11,-13.0000,
2002/12,-143.0000,
2003/01,108.0000,
2003/02,-136.0000,
2003/03,-212.0000,
2003/04,-55.0000,
2003/05,19.0000,
2003/06,-2.0000,
2003/07,-3.0000,
2003/08,-42.0000,
2003/09,105.0000,
2003/10,200.0000,
2003/11,20.0000,
2003/12,114.0000,
2004/01,181.0000,
2004/02,56.0000,
2004/03,317.0000,
2004/04,269.0000,
2004/05,283.0000,
2004/06,99.0000,
2004/07,55.0000,
2004/08,89.0000,
2004/09,156.0000,
2004/10,354.0000,
2004/11,56.0000,
2004/12,121.0000,
2005/01,150.0000,
2005/02,258.0000,
2005/03,124.0000,
2005/04,362.0000,
2005/05,172.0000,
2005/06,252.0000,
2005/07,354.0000,
2005/08,202.0000,
2005/09,68.0000,
2005/10,89.0000,
2005/11,338.0000,
2005/12,156.0000,
2006/01,280.0000,
2006/02,308.0000,
2006/03,310.0000,
2006/04,158.0000,
2006/05,39.0000,
2006/06,81.0000,
2006/07,195.0000,
2006/08,174.0000,
2006/09,149.0000,
2006/10,9.0000,
2006/11,211.0000,
2006/12,186.0000,
2007/01,228.0000,
2007/02,81.0000,
2007/03,235.0000,
2007/04,49.0000,
2007/05,151.0000,
2007/06,76.0000,
2007/07,-31.0000,
2007/08,-23.0000,
2007/09,80.0000,
2007/10,79.0000,
2007/11,110.0000,
2007/12,108.0000,
2008/01,11.0000,
2008/02,-79.0000,
2008/03,-49.0000,
2008/04,-240.0000,
2008/05,-177.0000,
2008/06,-171.0000,
2008/07,-196.0000,
2008/08,-278.0000,
2008/09,-460.0000,
2008/10,-481.0000,
2008/11,-727.0000,
2008/12,-706.0000,
2009/01,-784.0000,
2009/02,-743.0000,
2009/03,-800.0000,
2009/04,-695.0000,
2009/05,-342.0000,
2009/06,-467.0000,
2009/07,-340.0000,
2009/08,-183.0000,
2009/09,-241.0000,
2009/10,-199.0000,
2009/11,12.0000,
2009/12,-269.0000,
2010/01,2.0000,
2010/02,-92.0000,
2010/03,181.0000,
2010/04,231.0000,
2010/05,540.0000,
2010/06,-139.0000,
2010/07,-84.0000,
2010/08,-5.0000,
2010/09,-65.0000,
2010/10,268.0000,
2010/11,125.0000,
2010/12,72.0000,
2011/01,19.0000,
2011/02,212.0000,
2011/03,235.0000,
2011/04,314.0000,
2011/05,101.0000,
2011/06,236.0000,
2011/07,60.0000,
2011/08,126.0000,
2011/09,233.0000,
2011/10,204.0000,
2011/11,132.0000,
2011/12,202.0000,
2012/01,354.0000,
2012/02,262.0000,
2012/03,240.0000,
2012/04,82.0000,
2012/05,100.0000,
2012/06,73.0000,
2012/07,152.0000,
2012/08,172.0000,
2012/09,187.0000,
2012/10,159.0000,
2012/11,156.0000,
2012/12,239.0000,
2013/01,191.0000,
2013/02,278.0000,
2013/03,139.0000,
2013/04,191.0000,
2013/05,222.0000,
2013/06,181.0000,
2013/07,112.0000,
2013/08,242.0000,
2013/09,187.0000,
2013/10,225.0000,
2013/11,264.0000,
2013/12,69.0000,
2014/01,175.0000,
2014/02,166.0000,
2014/03,254.0000,
2014/04,325.0000,
2014/05,218.0000,
2014/06,326.0000,
2014/07,232.0000,
2014/08,188.0000,
2014/09,309.0000,
2014/10,252.0000,
2014/11,291.0000,
2014/12,268.0000,
2015/01,191.0000,
2015/02,271.0000,
2015/03,71.0000,
2015/04,284.0000,
2015/05,331.0000,
2015/06,174.0000,
2015/07,302.0000,
2015/08,125.0000,
2015/09,155.0000,
2015/10,306.0000,
2015/11,237.0000,
2015/12,273.0000,
2016/01,108.0000,
2016/02,212.0000,
2016/03,237.0000,
2016/04,197.0000,
2016/05,41.0000,
2016/06,258.0000,
2016/07,371.0000,
2016/08,143.0000,
2016/09,289.0000,
2016/10,118.0000,
2016/11,130.0000,
2016/12,214.0000,
2017/01,197.0000,
2017/02,183.0000,
2017/03,139.0000,
